"FL_DATE","OP_UNIQUE_CARRIER","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","CRS_DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-12-28,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0615",173.00,173.00,"1346",166.00,166.00,0.00,166.00,0.00,0.00,0.00,0.00,
2017-12-28,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1855",99.00,99.00,"2337",119.00,119.00,0.00,99.00,0.00,20.00,0.00,0.00,
2017-12-28,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0126",-1.00,0.00,"0629",20.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,
2017-12-28,"AS","ANC","Anchorage, AK","PDX","Portland, OR","2359",-2.00,0.00,"0428",-8.00,0.00,0.00,,,,,,
2017-12-28,"AS","PDX","Portland, OR","ANC","Anchorage, AK","0835",-8.00,0.00,"1121",-10.00,0.00,0.00,,,,,,
2017-12-28,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","2345",-11.00,0.00,"0348",-30.00,0.00,0.00,,,,,,
2017-12-28,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","2125",-2.00,0.00,"0003",-23.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","PDX","Portland, OR","0030",-9.00,0.00,"0455",-12.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","ORD","Chicago, IL","2305",-5.00,0.00,"0818",-17.00,0.00,0.00,,,,,,
2017-12-28,"AS","ORD","Chicago, IL","ANC","Anchorage, AK","0950",8.00,8.00,"1323",-28.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","PDX","Portland, OR","1150",-1.00,0.00,"1615",-11.00,0.00,0.00,,,,,,
2017-12-28,"AS","PDX","Portland, OR","ANC","Anchorage, AK","2205",-2.00,0.00,"0049",-9.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0130",-9.00,0.00,"0555",-5.00,0.00,0.00,,,,,,
2017-12-28,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1755",-1.00,0.00,"2043",-5.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","LAX","Los Angeles, CA","2315",-1.00,0.00,"0526",-10.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","OME","Nome, AK","1000",-9.00,0.00,"1126",-21.00,0.00,0.00,,,,,,
2017-12-28,"AS","OME","Nome, AK","ANC","Anchorage, AK","1242",-16.00,0.00,"1401",-12.00,0.00,0.00,,,,,,
2017-12-28,"AS","OTZ","Kotzebue, AK","OME","Nome, AK","1856",-21.00,0.00,"1915",-22.00,0.00,0.00,,,,,,
2017-12-28,"AS","OME","Nome, AK","ANC","Anchorage, AK","2029",-26.00,0.00,"2122",-38.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","1620",-7.00,0.00,"1740",-28.00,0.00,0.00,,,,,,
2017-12-28,"AS","OTZ","Kotzebue, AK","ANC","Anchorage, AK","0834",-14.00,0.00,"0944",-17.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","0600",-7.00,0.00,"0726",-22.00,0.00,0.00,,,,,,
2017-12-28,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","0545",23.00,23.00,"0719",27.00,27.00,0.00,23.00,0.00,4.00,0.00,0.00,
2017-12-28,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1200",-4.00,0.00,"1607",-22.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","2309",64.00,64.00,"0113",61.00,61.00,0.00,0.00,0.00,0.00,0.00,61.00,
2017-12-28,"AS","ANC","Anchorage, AK","PHX","Phoenix, AZ","1005",2.00,2.00,"1723",-13.00,0.00,0.00,,,,,,
2017-12-28,"AS","PHX","Phoenix, AZ","ANC","Anchorage, AK","1840",-9.00,0.00,"2231",-10.00,0.00,0.00,,,,,,
2017-12-28,"AS","JNU","Juneau, AK","SEA","Seattle, WA","0515",-5.00,0.00,"0842",3.00,3.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2245",,,"",,,1.00,,,,,,
2017-12-28,"AS","LAX","Los Angeles, CA","ANC","Anchorage, AK","2355",35.00,35.00,"0444",-9.00,0.00,0.00,,,,,,
2017-12-28,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1210",21.00,21.00,"1514",20.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,
2017-12-28,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1153",-6.00,0.00,"1256",-4.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","1455",-11.00,0.00,"1535",-23.00,0.00,0.00,,,,,,
2017-12-28,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1700",-8.00,0.00,"1756",-10.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","0950",-13.00,0.00,"1032",-21.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","OGG","Kahului, HI","0820",-5.00,0.00,"1251",-47.00,0.00,0.00,,,,,,
2017-12-28,"AS","ANC","Anchorage, AK","HNL","Honolulu, HI","1625",-7.00,0.00,"2052",-61.00,0.00,0.00,,,,,,
2017-12-28,"AS","HNL","Honolulu, HI","ANC","Anchorage, AK","2345",-4.00,0.00,"0657",-18.00,0.00,0.00,,,,,,
2017-12-28,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-1.00,0.00,"1031",-12.00,0.00,0.00,,,,,,
2017-12-28,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","2115",8.00,8.00,"2355",-11.00,0.00,0.00,,,,,,
2017-12-28,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0055",-7.00,0.00,"0510",-20.00,0.00,0.00,,,,,,
2017-12-28,"DL","ANC","Anchorage, AK","MSP","Minneapolis, MN","2150",26.00,26.00,"0612",-2.00,0.00,0.00,,,,,,
2017-12-28,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",30.00,30.00,"2128",34.00,34.00,0.00,30.00,0.00,4.00,0.00,0.00,
2017-12-28,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1531",42.00,42.00,"1847",30.00,30.00,0.00,6.00,0.00,0.00,0.00,24.00,
2017-12-28,"DL","FAI","Fairbanks, AK","SEA","Seattle, WA","0100",-7.00,0.00,"0531",-29.00,0.00,0.00,,,,,,
2017-12-28,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","1535",35.00,35.00,"2026",11.00,11.00,0.00,,,,,,
2017-12-28,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1150",49.00,49.00,"1523",46.00,46.00,0.00,3.00,0.00,0.00,0.00,43.00,
2017-12-28,"DL","SEA","Seattle, WA","FAI","Fairbanks, AK","1959",0.00,0.00,"2236",-27.00,0.00,0.00,,,,,,
2017-12-29,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","1655",2.00,2.00,"1742",-12.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","BET","Bethel, AK","0605",-4.00,0.00,"0729",3.00,3.00,0.00,,,,,,
2017-12-29,"AS","BET","Bethel, AK","ANC","Anchorage, AK","0810",-14.00,0.00,"0905",-13.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1015",-22.00,0.00,"1113",-22.00,0.00,0.00,,,,,,
2017-12-29,"AS","BET","Bethel, AK","ANC","Anchorage, AK","1225",-25.00,0.00,"1314",-18.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1849",-16.00,0.00,"1958",-11.00,0.00,0.00,,,,,,
2017-12-29,"AS","BET","Bethel, AK","ANC","Anchorage, AK","2052",2.00,2.00,"2207",8.00,8.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","0605",-8.00,0.00,"0705",1.00,1.00,0.00,,,,,,
2017-12-29,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","0755",-6.00,0.00,"0847",-2.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","1508",-11.00,0.00,"1608",1.00,1.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","1447",-8.00,0.00,"1615",-15.00,0.00,0.00,,,,,,
2017-12-29,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1725",-36.00,0.00,"1730",-43.00,0.00,0.00,,,,,,
2017-12-29,"AS","BRW","Barrow, AK","ANC","Anchorage, AK","1909",-18.00,0.00,"2032",-26.00,0.00,0.00,,,,,,
2017-12-29,"AS","BRW","Barrow, AK","FAI","Fairbanks, AK","1154",-20.00,0.00,"1300",-17.00,0.00,0.00,,,,,,
2017-12-29,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1010",-25.00,0.00,"1031",-25.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","0732",-4.00,0.00,"0908",-7.00,0.00,0.00,,,,,,
2017-12-29,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1413",-16.00,0.00,"1448",-26.00,0.00,0.00,,,,,,
2017-12-29,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","0953",,,"",,,1.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","KTN","Ketchikan, AK","0750",,,"",,,1.00,,,,,,
2017-12-29,"AS","YAK","Yakutat, AK","CDV","Cordova, AK","1144",-6.00,0.00,"1230",-7.00,0.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","YAK","Yakutat, AK","0958",8.00,8.00,"1059",0.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","JNU","Juneau, AK","0729",10.00,10.00,"0924",20.00,20.00,0.00,10.00,0.00,10.00,0.00,0.00,
2017-12-29,"AS","CDV","Cordova, AK","ANC","Anchorage, AK","1324",-8.00,0.00,"1403",-9.00,0.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","SIT","Sitka, AK","1023",-17.00,0.00,"1047",-22.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","0741",-7.00,0.00,"0915",-4.00,0.00,0.00,,,,,,
2017-12-29,"AS","SIT","Sitka, AK","KTN","Ketchikan, AK","1200",3.00,3.00,"1248",0.00,0.00,0.00,,,,,,
2017-12-29,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1351",-21.00,0.00,"1615",-28.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","1105",-9.00,0.00,"1225",-18.00,0.00,0.00,,,,,,
2017-12-29,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1744",0.00,0.00,"2053",17.00,17.00,0.00,0.00,0.00,17.00,0.00,0.00,
2017-12-29,"AS","JNU","Juneau, AK","PSG","Petersburg, AK","1332",-22.00,0.00,"1400",-17.00,0.00,0.00,,,,,,
2017-12-29,"AS","WRG","Wrangell, AK","KTN","Ketchikan, AK","1623",-22.00,0.00,"1642",-13.00,0.00,0.00,,,,,,
2017-12-29,"AS","PSG","Petersburg, AK","WRG","Wrangell, AK","1514",-29.00,0.00,"1514",-24.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","0739",-6.00,0.00,"0833",-9.00,0.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","1344",-4.00,0.00,"1512",-15.00,0.00,0.00,,,,,,
2017-12-29,"AS","PSG","Petersburg, AK","JNU","Juneau, AK","1204",-17.00,0.00,"1232",-17.00,0.00,0.00,,,,,,
2017-12-29,"AS","KTN","Ketchikan, AK","WRG","Wrangell, AK","0925",-18.00,0.00,"0942",-29.00,0.00,0.00,,,,,,
2017-12-29,"AS","WRG","Wrangell, AK","PSG","Petersburg, AK","1056",-21.00,0.00,"1101",-18.00,0.00,0.00,,,,,,
2017-12-29,"AS","CDV","Cordova, AK","YAK","Yakutat, AK","1704",-13.00,0.00,"1742",-12.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","CDV","Cordova, AK","1524",-5.00,0.00,"1614",0.00,0.00,0.00,,,,,,
2017-12-29,"AS","YAK","Yakutat, AK","JNU","Juneau, AK","1842",-23.00,0.00,"1916",-13.00,0.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","SEA","Seattle, WA","2020",-2.00,0.00,"2342",-2.00,0.00,0.00,,,,,,
2017-12-29,"AS","SIT","Sitka, AK","JNU","Juneau, AK","1907",-15.00,0.00,"1929",-21.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1530",-3.00,0.00,"1626",-4.00,0.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","2050",-23.00,0.00,"2202",-27.00,0.00,0.00,,,,,,
2017-12-29,"AS","KTN","Ketchikan, AK","SIT","Sitka, AK","1720",-6.00,0.00,"1805",-17.00,0.00,0.00,,,,,,
2017-12-29,"AS","KTN","Ketchikan, AK","JNU","Juneau, AK","2115",-18.00,0.00,"2150",-27.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1915",3.00,3.00,"2010",-6.00,0.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","SIT","Sitka, AK","2247",-3.00,0.00,"2322",-11.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2005",36.00,36.00,"2216",33.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,
2017-12-29,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","0736",-20.00,0.00,"0851",-28.00,0.00,0.00,,,,,,
2017-12-29,"AS","SIT","Sitka, AK","JNU","Juneau, AK","0600",-11.00,0.00,"0625",-16.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","JNU","Juneau, AK","1030",8.00,8.00,"1212",7.00,7.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","SEA","Seattle, WA","1319",-9.00,0.00,"1645",4.00,4.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1015",-14.00,0.00,"1430",-17.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0555",-7.00,0.00,"0817",-34.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1800",-4.00,0.00,"2226",-6.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0735",-6.00,0.00,"0956",-28.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1620",-9.00,0.00,"2041",-6.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2300",25.00,25.00,"0200",12.00,12.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1405",12.00,12.00,"1846",16.00,16.00,0.00,0.00,0.00,4.00,0.00,12.00,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1100",2.00,2.00,"1334",-12.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0500",-3.00,0.00,"0930",-2.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1405",,,"",,,1.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-4.00,0.00,"1035",-1.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1945",34.00,34.00,"2301",33.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2200",3.00,3.00,"0043",-5.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1240",-15.00,0.00,"1702",-7.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","2330",15.00,15.00,"0213",-14.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","2150",-3.00,0.00,"0210",-6.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1645",57.00,57.00,"2025",56.00,56.00,0.00,0.00,0.00,0.00,0.00,56.00,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0050",-1.00,0.00,"0517",2.00,2.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","2355",-4.00,0.00,"0408",-12.00,0.00,0.00,,,,,,
2017-12-29,"AS","LAS","Las Vegas, NV","ANC","Anchorage, AK","2350",65.00,65.00,"0517",52.00,52.00,0.00,0.00,0.00,0.00,0.00,52.00,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0802",-12.00,0.00,"1225",-9.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0645",-7.00,0.00,"1116",-5.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2125",22.00,22.00,"0025",9.00,9.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","1945",4.00,4.00,"2229",-8.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2315",28.00,28.00,"0209",8.00,8.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2355",8.00,8.00,"0237",-4.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","1345",-4.00,0.00,"1628",-6.00,0.00,0.00,,,,,,
2017-12-29,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","1747",-3.00,0.00,"2212",-21.00,0.00,0.00,,,,,,
2017-12-29,"AS","PDX","Portland, OR","ANC","Anchorage, AK","2010",86.00,86.00,"0010",66.00,66.00,0.00,0.00,0.00,0.00,66.00,0.00,
2017-12-29,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0615",-5.00,0.00,"1058",-2.00,0.00,0.00,,,,,,
2017-12-29,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0126",-10.00,0.00,"0603",-6.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","PDX","Portland, OR","2359",29.00,29.00,"0436",0.00,0.00,0.00,,,,,,
2017-12-29,"AS","PDX","Portland, OR","ANC","Anchorage, AK","0835",-8.00,0.00,"1117",-14.00,0.00,0.00,,,,,,
2017-12-29,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","2345",42.00,42.00,"0434",16.00,16.00,0.00,16.00,0.00,0.00,0.00,0.00,
2017-12-29,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","2125",-1.00,0.00,"2353",-33.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","PDX","Portland, OR","0030",0.00,0.00,"0459",-8.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","ORD","Chicago, IL","2305",-8.00,0.00,"0814",-21.00,0.00,0.00,,,,,,
2017-12-29,"AS","ORD","Chicago, IL","ANC","Anchorage, AK","0950",-11.00,0.00,"1338",-13.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","PDX","Portland, OR","1150",-2.00,0.00,"1625",-1.00,0.00,0.00,,,,,,
2017-12-29,"AS","PDX","Portland, OR","ANC","Anchorage, AK","2205",2.00,2.00,"0054",-4.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0130",-8.00,0.00,"0546",-14.00,0.00,0.00,,,,,,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1755",16.00,16.00,"2040",-8.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","LAX","Los Angeles, CA","2315",2.00,2.00,"0519",-17.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","OME","Nome, AK","1000",-6.00,0.00,"1128",-19.00,0.00,0.00,,,,,,
2017-12-29,"AS","OME","Nome, AK","ANC","Anchorage, AK","1242",-21.00,0.00,"1343",-30.00,0.00,0.00,,,,,,
2017-12-29,"AS","OME","Nome, AK","ANC","Anchorage, AK","2029",-2.00,0.00,"2151",-9.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","1620",-4.00,0.00,"1756",-12.00,0.00,0.00,,,,,,
2017-12-29,"AS","OTZ","Kotzebue, AK","OME","Nome, AK","1856",5.00,5.00,"1948",11.00,11.00,0.00,,,,,,
2017-12-29,"AS","OTZ","Kotzebue, AK","ANC","Anchorage, AK","0834",-2.00,0.00,"1002",1.00,1.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0215",7.00,7.00,"0639",-7.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","0600",-10.00,0.00,"0753",5.00,5.00,0.00,,,,,,
2017-12-29,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","0545",-9.00,0.00,"0650",-2.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","2309",-7.00,0.00,"2351",-22.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","PHX","Phoenix, AZ","1005",-10.00,0.00,"1734",-2.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","LAS","Las Vegas, NV","0025",-6.00,0.00,"0626",-4.00,0.00,0.00,,,,,,
2017-12-29,"AS","PHX","Phoenix, AZ","ANC","Anchorage, AK","1840",-13.00,0.00,"2212",-29.00,0.00,0.00,,,,,,
2017-12-29,"AS","JNU","Juneau, AK","SEA","Seattle, WA","0515",-8.00,0.00,"0838",-1.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2245",-11.00,0.00,"0004",-19.00,0.00,0.00,,,,,,
2017-12-29,"AS","LAX","Los Angeles, CA","ANC","Anchorage, AK","2355",75.00,75.00,"0600",67.00,67.00,0.00,0.00,0.00,67.00,0.00,0.00,
2017-12-29,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1210",-4.00,0.00,"1435",-19.00,0.00,0.00,,,,,,
2017-12-29,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1153",9.00,9.00,"1323",23.00,23.00,0.00,9.00,0.00,14.00,0.00,0.00,
2017-12-29,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","1455",11.00,11.00,"1556",-2.00,0.00,0.00,,,,,,
2017-12-29,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1700",-12.00,0.00,"1749",-17.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","0950",-15.00,0.00,"1030",-23.00,0.00,0.00,,,,,,
2017-12-29,"AS","OGG","Kahului, HI","ANC","Anchorage, AK","1605",-18.00,0.00,"2253",-14.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","HNL","Honolulu, HI","1625",16.00,16.00,"2205",12.00,12.00,0.00,,,,,,
2017-12-29,"AS","HNL","Honolulu, HI","ANC","Anchorage, AK","2345",-7.00,0.00,"0641",-34.00,0.00,0.00,,,,,,
2017-12-29,"AS","ANC","Anchorage, AK","KOA","Kona, HI","1525",-5.00,0.00,"2032",-18.00,0.00,0.00,,,,,,
2017-12-29,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-6.00,0.00,"1025",-18.00,0.00,0.00,,,,,,
2017-12-29,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","2115",2.00,2.00,"2346",-20.00,0.00,0.00,,,,,,
2017-12-29,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0055",-7.00,0.00,"0457",-33.00,0.00,0.00,,,,,,
2017-12-29,"DL","ANC","Anchorage, AK","MSP","Minneapolis, MN","2150",-4.00,0.00,"0542",-32.00,0.00,0.00,,,,,,
2017-12-29,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",0.00,0.00,"2047",-7.00,0.00,0.00,,,,,,
2017-12-29,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1531",-4.00,0.00,"1752",-25.00,0.00,0.00,,,,,,
2017-12-29,"DL","FAI","Fairbanks, AK","SEA","Seattle, WA","0100",-5.00,0.00,"0535",-25.00,0.00,0.00,,,,,,
2017-12-29,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","1535",9.00,9.00,"2022",7.00,7.00,0.00,,,,,,
2017-12-29,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1150",30.00,30.00,"1455",18.00,18.00,0.00,12.00,0.00,0.00,0.00,6.00,
2017-12-29,"DL","SEA","Seattle, WA","FAI","Fairbanks, AK","1959",21.00,21.00,"2251",-12.00,0.00,0.00,,,,,,
2017-12-29,"UA","ANC","Anchorage, AK","DEN","Denver, CO","0025",-6.00,0.00,"0700",-41.00,0.00,0.00,,,,,,
2017-12-29,"UA","DEN","Denver, CO","ANC","Anchorage, AK","1118",1.00,1.00,"1514",10.00,10.00,0.00,,,,,,
2017-12-29,"UA","ANC","Anchorage, AK","SFO","San Francisco, CA","1555",15.00,15.00,"2140",11.00,11.00,0.00,,,,,,
2017-12-29,"UA","DEN","Denver, CO","ANC","Anchorage, AK","1900",6.00,6.00,"2308",20.00,20.00,0.00,6.00,0.00,14.00,0.00,0.00,
2017-12-29,"UA","SFO","San Francisco, CA","ANC","Anchorage, AK","1935",-2.00,0.00,"2318",-16.00,0.00,0.00,,,,,,
2017-12-29,"UA","ORD","Chicago, IL","ANC","Anchorage, AK","1605",23.00,23.00,"2020",26.00,26.00,0.00,0.00,23.00,3.00,0.00,0.00,
2017-12-29,"UA","ANC","Anchorage, AK","ORD","Chicago, IL","2045",18.00,18.00,"0528",-17.00,0.00,0.00,,,,,,
2017-12-29,"UA","ANC","Anchorage, AK","DEN","Denver, CO","2340",14.00,14.00,"0647",-11.00,0.00,0.00,,,,,,
2017-12-30,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","1655",-3.00,0.00,"1740",-14.00,0.00,0.00,,,,,,
2017-12-30,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1000",-11.00,0.00,"1105",-15.00,0.00,0.00,,,,,,
2017-12-30,"AS","BET","Bethel, AK","ANC","Anchorage, AK","1210",-23.00,0.00,"1248",-29.00,0.00,0.00,,,,,,
