,FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 18
336,2017-08-01,EV,BOS,"Boston, MA",CLE,"Cleveland, OH",1020,-11.0,0.0,1201.0,-28.0,0.0,0.0,,,,,,
338,2017-08-01,EV,MKE,"Milwaukee, WI",CLE,"Cleveland, OH",1755,-8.0,0.0,1958.0,-12.0,0.0,0.0,,,,,,
339,2017-08-01,EV,CLE,"Cleveland, OH",DCA,"Washington, DC",1300,-9.0,0.0,1403.0,-18.0,0.0,0.0,,,,,,
340,2017-08-01,EV,CLE,"Cleveland, OH",DCA,"Washington, DC",2040,-10.0,0.0,2139.0,-18.0,0.0,0.0,,,,,,
341,2017-08-01,EV,CLE,"Cleveland, OH",IAH,"Houston, TX",1725,-7.0,0.0,1909.0,-16.0,0.0,0.0,,,,,,
342,2017-08-01,EV,IAH,"Houston, TX",CLE,"Cleveland, OH",1015,18.0,18.0,1413.0,4.0,4.0,0.0,,,,,,
346,2017-08-01,AA,DFW,"Dallas/Fort Worth, TX",CLE,"Cleveland, OH",2025,-5.0,0.0,2343.0,-16.0,0.0,0.0,,,,,,
347,2017-08-01,AA,CLE,"Cleveland, OH",DFW,"Dallas/Fort Worth, TX",1130,0.0,0.0,1317.0,3.0,3.0,0.0,,,,,,
348,2017-08-01,AA,DFW,"Dallas/Fort Worth, TX",CLE,"Cleveland, OH",710,4.0,4.0,1051.0,6.0,6.0,0.0,,,,,,
349,2017-08-01,AA,CLE,"Cleveland, OH",DFW,"Dallas/Fort Worth, TX",1910,-8.0,0.0,2104.0,10.0,10.0,0.0,,,,,,
350,2017-08-01,AA,DFW,"Dallas/Fort Worth, TX",CLE,"Cleveland, OH",1435,0.0,0.0,1808.0,-5.0,0.0,0.0,,,,,,
351,2017-08-01,UA,CLE,"Cleveland, OH",EWR,"Newark, NJ",732,-7.0,0.0,852.0,-9.0,0.0,0.0,,,,,,
352,2017-08-01,UA,CLE,"Cleveland, OH",MCO,"Orlando, FL",835,-6.0,0.0,1044.0,-15.0,0.0,0.0,,,,,,
354,2017-08-01,UA,DEN,"Denver, CO",CLE,"Cleveland, OH",1602,-6.0,0.0,2035.0,-19.0,0.0,0.0,,,,,,
